experiment_family,scenario_name,condition_name,persona_name,chat_atmosphere,repeat_index,timestep,n_agents,n_active_agents,n_inactive_agents,n_public_events,n_post,n_reply,n_like,n_repost,n_observe,nsb_active,gcr_step_public,ssa_step_public,scm_step_active,positive_public_signals,negative_public_signals,visible_hyperedge_count,dominant_hyperedge_id,visible_negative_pressure,mean_latent_neg_all,mean_latent_neg_active,mean_latent_neg_inactive
main,influenza_a,high_interaction,main_baseline_neutral,none,1,1,300,15,285,15,15,0,0,0,0,0.5333,0.5333,0.0667,,7,8,4,seed_4,,0.4934,0.5387,0.491
main,influenza_a,high_interaction,main_baseline_neutral,none,1,2,300,15,285,14,8,5,1,0,1,0.8,0.8462,0.6923,0.0,2,11,5,t1_e9,0.6,0.4981,0.5728,0.4942
main,influenza_a,high_interaction,main_baseline_neutral,none,1,3,300,15,285,13,4,9,0,0,2,1.0,1.0,1.0,2.8,0,13,2,t1_e10,0.875,0.5059,0.6459,0.4985
main,influenza_a,high_interaction,main_baseline_neutral,none,1,4,300,15,285,15,6,4,5,0,0,1.0,1.0,1.0,3.0,0,15,2,t1_e10,0.9408482142857143,0.5137,0.6469,0.5067
main,influenza_a,high_interaction,main_baseline_neutral,none,1,5,300,15,285,14,5,6,3,0,1,1.0,1.0,1.0,0.4286,0,14,2,t1_e10,0.9618357487922705,0.5211,0.7025,0.5116
main,influenza_a,high_interaction,main_baseline_neutral,none,2,1,300,15,285,15,15,0,0,0,0,0.5333,0.5333,0.0667,,7,8,4,seed_4,,0.4933,0.5429,0.4907
main,influenza_a,high_interaction,main_baseline_neutral,none,2,2,300,15,285,14,11,3,0,0,1,0.8,0.7857,0.5714,,3,11,5,t1_e7,0.8,0.4995,0.6084,0.4938
main,influenza_a,high_interaction,main_baseline_neutral,none,2,3,300,15,285,14,11,3,0,0,1,0.8,0.7857,0.5714,1.0,3,11,2,t1_e14,0.625,0.5045,0.5826,0.5004
main,influenza_a,high_interaction,main_baseline_neutral,none,2,4,300,15,285,13,4,5,4,0,2,1.0,1.0,1.0,0.8333,0,13,2,t1_e14,0.7555555555555556,0.5114,0.6636,0.5034
main,influenza_a,high_interaction,main_baseline_neutral,none,2,5,300,15,285,15,5,5,5,0,0,1.0,1.0,1.0,1.6,0,15,2,t1_e14,0.8902519893899205,0.5189,0.6694,0.511
main,influenza_a,high_interaction,main_baseline_neutral,none,3,1,300,15,285,15,15,0,0,0,0,0.5333,0.5333,0.0667,,7,8,4,seed_4,,0.4917,0.5384,0.4892
main,influenza_a,high_interaction,main_baseline_neutral,none,3,2,300,15,285,13,6,4,3,0,2,0.8,0.7692,0.5385,0.0,3,10,5,t1_e9,0.8,0.4968,0.5903,0.4919
main,influenza_a,high_interaction,main_baseline_neutral,none,3,3,300,15,285,14,5,8,1,0,1,0.9333,0.9286,0.8571,1.4,1,13,3,t1_e12,0.7903225806451613,0.5036,0.6357,0.4966
main,influenza_a,high_interaction,main_baseline_neutral,none,3,4,300,15,285,14,4,6,4,0,1,0.7333,0.7857,0.5714,1.5,3,11,3,t1_e12,0.8394871794871795,0.5089,0.5825,0.5051
main,influenza_a,high_interaction,main_baseline_neutral,none,3,5,300,15,285,14,4,10,0,0,1,0.8,0.7857,0.5714,1.2857,3,11,3,t1_e12,0.7935689739813452,0.5142,0.6711,0.506
main,influenza_a,high_interaction,main_baseline_neutral,none,4,1,300,15,285,15,15,0,0,0,0,0.5333,0.5333,0.0667,,7,8,4,seed_4,,0.4941,0.5436,0.4915
main,influenza_a,high_interaction,main_baseline_neutral,none,4,2,300,15,285,13,9,4,0,0,2,1.0,1.0,1.0,,0,13,5,t1_e9,1.0,0.5021,0.6458,0.4946
main,influenza_a,high_interaction,main_baseline_neutral,none,4,3,300,15,285,14,10,1,3,0,1,1.0,1.0,1.0,1.3333,0,14,2,t1_e11,1.0,0.5097,0.6699,0.5013
main,influenza_a,high_interaction,main_baseline_neutral,none,4,4,300,15,285,11,3,4,4,0,4,1.0,1.0,1.0,2.6,0,11,2,t1_e11,1.0,0.5173,0.6648,0.5095
main,influenza_a,high_interaction,main_baseline_neutral,none,4,5,300,15,285,15,2,9,4,0,0,1.0,1.0,1.0,1.0,0,15,1,t1_e11,1.0,0.5251,0.6749,0.5172
main,influenza_a,high_interaction,main_baseline_neutral,none,5,1,300,15,285,15,15,0,0,0,0,0.5333,0.5333,0.0667,,7,8,4,seed_4,,0.4933,0.5427,0.4907
main,influenza_a,high_interaction,main_baseline_neutral,none,5,2,300,15,285,14,7,3,4,0,1,1.0,1.0,1.0,3.0,0,14,5,t1_e9,0.6,0.5002,0.616,0.4941
main,influenza_a,high_interaction,main_baseline_neutral,none,5,3,300,15,285,15,8,7,0,0,0,1.0,1.0,1.0,2.1667,0,15,2,t1_e10,0.8910256410256411,0.5078,0.6542,0.5001
main,influenza_a,high_interaction,main_baseline_neutral,none,5,4,300,15,285,12,2,5,5,0,3,1.0,1.0,1.0,2.0,0,12,2,t1_e10,0.9377104377104376,0.5154,0.6572,0.508
main,influenza_a,high_interaction,main_baseline_neutral,none,5,5,300,15,285,15,1,10,4,0,0,1.0,1.0,1.0,0.625,0,15,2,t1_e10,0.9620535714285714,0.5223,0.7144,0.5122
